,type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,total_acidity
1435,white,6.9,0.23,0.24,14.2,0.053,19.0,94.0,0.9982,3.17,0.5,9.6,0,7.370000000000001
1436,white,8.5,0.56,0.74,17.85,0.051,51.0,243.0,1.0005,2.99,0.7,9.2,0,9.8
1437,white,8.2,0.18,0.49,1.1,0.033,28.0,81.0,0.9923,3.0,0.68,10.4,1,8.87
1438,white,6.3,0.23,0.49,7.1,0.05,67.0,210.0,0.9951,3.23,0.34,9.5,0,7.0200000000000005
1439,white,6.1,0.25,0.49,7.6,0.052000000000000005,67.0,226.0,0.9956,3.16,0.47,8.9,0,6.84
1440,white,7.2,0.26,0.74,13.6,0.05,56.0,162.0,0.998,3.03,0.44,8.8,0,8.2
1441,white,7.2,0.31,0.24,1.4,0.057,17.0,117.0,0.9928,3.16,0.35,10.5,0,7.75
1442,white,8.0,0.25,0.49,1.2,0.061,27.0,117.0,0.9938,3.08,0.34,9.4,0,8.74
1443,white,7.0,0.18,0.49,5.3,0.04,34.0,125.0,0.9914,3.24,0.4,12.2,0,7.67
1444,white,7.8,0.43,0.49,13.0,0.033,37.0,158.0,0.9955,3.14,0.35,11.3,0,8.72
1445,white,8.3,0.2,0.74,4.45,0.044000000000000004,33.0,130.0,0.9924,3.25,0.42,12.2,0,9.24
1446,white,6.3,0.27,0.49,1.2,0.063,35.0,92.0,0.9911,3.38,0.42,12.2,0,7.0600000000000005
1447,white,7.4,0.16,0.49,1.2,0.055,18.0,150.0,0.9917,3.23,0.47,11.2,0,8.05
1448,white,7.4,0.16,0.49,1.2,0.055,18.0,150.0,0.9917,3.23,0.47,11.2,0,8.05
1449,white,6.9,0.19,0.49,6.6,0.036000000000000004,49.0,172.0,0.9932,3.2,0.27,11.5,0,7.580000000000001
1450,white,7.8,0.43,0.49,13.0,0.033,37.0,158.0,0.9955,3.14,0.35,11.3,0,8.72
1451,white,7.2,0.4,0.49,1.1,0.048,11.0,138.0,0.9929,3.01,0.42,9.3,0,8.09
1452,white,7.8,0.43,0.49,13.0,0.033,37.0,158.0,0.9955,3.14,0.35,11.3,0,8.72
1453,white,7.6,0.52,0.49,14.0,0.034,37.0,156.0,0.9958,3.14,0.38,11.8,1,8.61
1455,white,6.9,0.34,0.74,11.2,0.069,44.0,150.0,0.9968,3.0,0.81,9.2,0,7.98
1456,white,6.3,0.27,0.49,1.2,0.063,35.0,92.0,0.9911,3.38,0.42,12.2,0,7.0600000000000005
1457,white,8.3,0.2,0.74,4.45,0.044000000000000004,33.0,130.0,0.9924,3.25,0.42,12.2,0,9.24
1458,white,7.1,0.22,0.74,2.7,0.044000000000000004,42.0,144.0,0.991,3.31,0.41,12.2,0,8.059999999999999
1459,white,7.9,0.11,0.49,4.5,0.048,27.0,133.0,0.9946,3.24,0.42,10.6,0,8.5
1460,white,8.5,0.17,0.74,3.6,0.05,29.0,128.0,0.9928,3.28,0.4,12.4,0,9.41
1461,white,6.4,0.145,0.49,5.4,0.048,54.0,164.0,0.9946,3.56,0.44,10.8,0,7.035
1462,white,7.4,0.16,0.49,1.2,0.055,18.0,150.0,0.9917,3.23,0.47,11.2,0,8.05
1463,white,8.3,0.19,0.49,1.2,0.051,11.0,137.0,0.9918,3.06,0.46,11.0,0,8.98
1464,white,8.0,0.44,0.49,9.1,0.031,46.0,151.0,0.9926,3.16,0.27,12.7,1,8.93
1465,white,7.0,0.2,0.74,0.8,0.044000000000000004,19.0,163.0,0.9931,3.46,0.53,10.2,0,7.94
1466,white,6.9,0.19,0.49,6.6,0.036000000000000004,49.0,172.0,0.9932,3.2,0.27,11.5,0,7.580000000000001
1467,white,7.1,0.25,0.49,3.0,0.03,30.0,96.0,0.9903,3.13,0.39,12.3,1,7.84
1468,white,6.5,0.24,0.24,1.6,0.046,15.0,60.0,0.9928,3.19,0.39,9.8,0,6.98
1469,white,7.2,0.4,0.49,1.1,0.048,11.0,138.0,0.9929,3.01,0.42,9.3,0,8.09
1470,white,7.6,0.52,0.49,14.0,0.034,37.0,156.0,0.9958,3.14,0.38,11.8,1,8.61
1471,white,7.8,0.43,0.49,13.0,0.033,37.0,158.0,0.9955,3.14,0.35,11.3,0,8.72
1472,white,7.8,0.21,0.49,1.35,0.052000000000000005,6.0,48.0,0.9911,3.15,0.28,11.4,0,8.5
1473,white,7.0,0.2,0.49,5.9,0.038,39.0,128.0,0.9938,3.21,0.48,10.8,0,7.69
1474,white,6.9,0.25,0.24,3.6,0.057,13.0,85.0,0.9942,2.99,0.48,9.5,0,7.390000000000001
1475,white,7.2,0.08,0.49,1.3,0.05,18.0,148.0,0.9945,3.46,0.44,10.2,0,7.7700000000000005
1476,white,7.1,0.85,0.49,8.7,0.027999999999999997,40.0,184.0,0.9962,3.22,0.36,10.7,0,8.44
1477,white,7.6,0.51,0.24,1.2,0.04,10.0,104.0,0.992,3.05,0.29,10.8,0,8.35
1478,white,7.9,0.22,0.24,4.6,0.044000000000000004,39.0,159.0,0.9927,2.99,0.28,11.5,0,8.360000000000001
1479,white,7.7,0.16,0.49,2.0,0.055999999999999994,20.0,124.0,0.9948,3.32,0.49,10.7,0,8.35
1480,white,7.2,0.08,0.49,1.3,0.05,18.0,148.0,0.9945,3.46,0.44,10.2,0,7.7700000000000005
1481,white,6.6,0.25,0.24,1.7,0.048,26.0,124.0,0.9942,3.37,0.6,10.1,0,7.09
1482,white,6.7,0.16,0.49,2.4,0.046,57.0,187.0,0.9952,3.62,0.81,10.4,0,7.3500000000000005
1483,white,6.9,0.25,0.24,3.6,0.057,13.0,85.0,0.9942,2.99,0.48,9.5,0,7.390000000000001
1484,white,7.5,0.32,0.24,4.6,0.053,8.0,134.0,0.9958,3.14,0.5,9.1,0,8.06
1485,white,7.4,0.28,0.49,1.5,0.034,20.0,126.0,0.9918,2.98,0.39,10.6,0,8.17
1486,white,6.2,0.15,0.49,0.9,0.033,17.0,51.0,0.9932,3.3,0.7,9.4,0,6.840000000000001
1487,white,6.7,0.25,0.74,19.4,0.054000000000000006,44.0,169.0,1.0004,3.51,0.45,9.8,0,7.69
1488,white,6.5,0.26,0.74,13.3,0.044000000000000004,68.0,224.0,0.9972,3.18,0.54,9.5,0,7.5
1489,white,7.9,0.16,0.74,17.85,0.037000000000000005,52.0,187.0,0.9998,2.99,0.41,9.3,0,8.8
1490,white,5.6,0.185,0.49,1.1,0.03,28.0,117.0,0.9918,3.55,0.45,10.3,0,6.2749999999999995
1491,white,7.5,0.2,0.49,1.3,0.031,8.0,97.0,0.9918,3.06,0.62,11.1,0,8.19
1492,white,8.0,0.3,0.49,9.4,0.046,47.0,188.0,0.9964,3.14,0.48,10.0,0,8.790000000000001
1493,white,8.0,0.34,0.49,9.0,0.033,39.0,180.0,0.9936,3.13,0.38,12.3,1,8.83
1494,white,7.7,0.35,0.49,8.65,0.033,42.0,186.0,0.9931,3.14,0.38,12.4,1,8.540000000000001
1495,white,7.6,0.29,0.49,9.6,0.03,45.0,197.0,0.9938,3.13,0.38,12.3,1,8.379999999999999
1496,white,6.7,0.62,0.24,1.1,0.039,6.0,62.0,0.9934,3.41,0.32,10.4,0,7.5600000000000005
1497,white,6.8,0.27,0.49,1.2,0.044000000000000004,35.0,126.0,0.99,3.13,0.48,12.1,1,7.5600000000000005
1498,white,7.7,0.27,0.49,1.8,0.040999999999999995,23.0,86.0,0.9914,3.16,0.42,12.5,0,8.46
1499,white,6.7,0.51,0.24,2.1,0.043,14.0,155.0,0.9904,3.22,0.6,13.0,0,7.45
1500,white,7.4,0.19,0.49,9.3,0.03,26.0,132.0,0.9940000000000001,2.99,0.32,11.0,1,8.08
1501,white,8.3,0.2,0.49,1.7,0.04,34.0,169.0,0.9938,3.05,0.37,10.1,0,8.99
1502,white,6.6,0.3,0.24,1.2,0.034,17.0,121.0,0.9933,3.13,0.36,9.2,0,7.14
1503,white,6.8,0.36,0.24,4.6,0.039,24.0,124.0,0.9909,3.27,0.34,12.6,1,7.4
1504,white,7.0,0.17,0.74,12.8,0.045,24.0,126.0,0.9942,3.26,0.38,12.2,1,7.91
1505,white,9.2,0.18,0.49,1.5,0.040999999999999995,39.0,130.0,0.9945,3.04,0.49,9.8,1,9.87
1506,white,8.1,0.2,0.49,8.1,0.051,51.0,205.0,0.9954,3.1,0.52,11.0,0,8.79
1507,white,7.8,0.26,0.74,7.5,0.044000000000000004,59.0,160.0,0.996,3.22,0.64,10.0,0,8.8
1508,white,6.8,0.21,0.49,14.5,0.06,50.0,170.0,0.9991,3.55,0.44,9.8,0,7.5
1509,white,7.9,0.2,0.49,1.6,0.053,15.0,144.0,0.993,3.16,0.47,10.5,0,8.59
1510,white,8.0,0.18,0.49,1.8,0.061,10.0,145.0,0.9942,3.23,0.48,10.0,0,8.67
1511,white,8.8,0.23,0.74,3.2,0.042,15.0,126.0,0.9934,3.02,0.51,11.2,0,9.770000000000001
1512,white,7.3,0.22,0.49,9.4,0.034,29.0,134.0,0.9939,2.99,0.32,11.0,1,8.01
1513,white,7.3,0.22,0.49,9.9,0.031,48.0,161.0,0.9937,3.01,0.28,11.2,0,8.01
1514,white,7.4,0.19,0.49,9.3,0.03,26.0,132.0,0.9940000000000001,2.99,0.32,11.0,1,8.08
1515,white,7.3,0.155,0.49,1.3,0.039,34.0,136.0,0.9926,3.14,0.77,10.5,0,7.945
1516,white,8.2,0.22,0.49,9.6,0.037000000000000005,53.0,154.0,0.9951,3.02,0.33,10.6,0,8.91
1517,white,8.2,0.24,0.49,9.3,0.038,52.0,163.0,0.9952,3.02,0.33,10.6,0,8.93
1518,white,8.4,0.23,0.49,7.8,0.035,22.0,95.0,0.9935,3.04,0.34,12.0,0,9.120000000000001
1519,white,8.3,0.2,0.49,1.7,0.04,34.0,169.0,0.9938,3.05,0.37,10.1,0,8.99
1520,white,8.3,0.2,0.49,1.7,0.038,38.0,167.0,0.9939,3.05,0.37,10.1,0,8.99
1521,white,6.6,0.3,0.24,1.2,0.034,17.0,121.0,0.9933,3.13,0.36,9.2,0,7.14
1522,white,6.9,0.21,0.49,1.4,0.040999999999999995,15.0,164.0,0.9927,3.25,0.63,11.0,0,7.6000000000000005
1523,white,8.0,0.25,0.49,9.0,0.044000000000000004,31.0,185.0,0.998,3.34,0.49,10.0,0,8.74
1524,white,6.6,0.21,0.49,18.15,0.042,41.0,158.0,0.9997,3.28,0.39,8.7,0,7.3
1525,white,7.2,0.27,0.74,12.5,0.037000000000000005,47.0,156.0,0.9981,3.04,0.44,8.7,0,8.21
1526,white,14.2,0.27,0.49,1.1,0.037000000000000005,33.0,156.0,0.992,3.15,0.54,11.1,0,14.959999999999999
1527,white,7.9,0.28,0.49,7.7,0.045,48.0,195.0,0.9954,3.04,0.55,11.0,0,8.67
1528,white,7.4,0.27,0.49,1.1,0.037000000000000005,33.0,156.0,0.992,3.15,0.54,11.1,0,8.16
1529,white,6.6,0.21,0.49,18.15,0.042,41.0,158.0,0.9997,3.28,0.39,8.7,0,7.3
1530,white,7.2,0.27,0.74,12.5,0.037000000000000005,47.0,156.0,0.9981,3.04,0.44,8.7,0,8.21
1531,white,8.1,0.3,0.49,8.1,0.037000000000000005,26.0,174.0,0.9943,3.1,0.3,11.2,1,8.89
1532,white,7.5,0.23,0.49,7.7,0.049,61.0,209.0,0.9941,3.14,0.3,11.1,1,8.22
1533,white,7.3,0.26,0.49,5.0,0.027999999999999997,32.0,107.0,0.9936,3.24,0.54,10.8,0,8.049999999999999
1534,white,7.1,0.18,0.74,15.6,0.044000000000000004,44.0,176.0,0.9996,3.38,0.67,9.0,0,8.02
1535,white,8.5,0.15,0.49,1.5,0.031,17.0,122.0,0.9932,3.03,0.4,10.3,0,9.14
1536,white,8.9,0.13,0.49,1.0,0.027999999999999997,6.0,24.0,0.9926,2.91,0.32,9.9,0,9.520000000000001
1537,white,8.1,0.28,0.49,1.0,0.04,32.0,148.0,0.9936,3.13,0.41,10.0,0,8.87
1538,white,6.0,0.17,0.49,1.0,0.034,26.0,106.0,0.992,3.21,0.42,9.8,0,6.66
1539,white,7.3,0.26,0.49,5.0,0.027999999999999997,32.0,107.0,0.9936,3.24,0.54,10.8,0,8.049999999999999
1540,white,7.1,0.18,0.74,15.6,0.044000000000000004,44.0,176.0,0.9996,3.38,0.67,9.0,0,8.02
1541,white,7.1,0.53,0.24,0.8,0.028999999999999998,29.0,86.0,0.993,3.16,0.32,9.1,0,7.87
1542,white,7.2,0.16,0.49,1.3,0.037000000000000005,27.0,104.0,0.9924,3.23,0.57,10.6,0,7.8500000000000005
1543,white,7.3,0.14,0.49,1.1,0.038,28.0,99.0,0.9928,3.2,0.72,10.6,0,7.93
1544,white,8.9,0.13,0.49,1.0,0.027999999999999997,6.0,24.0,0.9926,2.91,0.32,9.9,0,9.520000000000001
1545,white,7.9,0.12,0.49,5.2,0.049,33.0,152.0,0.9952,3.18,0.47,10.6,0,8.51
1546,white,6.7,0.29,0.49,4.7,0.034,35.0,156.0,0.9945,3.13,0.45,9.9,0,7.48
1547,white,6.7,0.3,0.49,4.8,0.034,36.0,158.0,0.9945,3.12,0.45,9.9,0,7.49
1548,white,7.1,0.36,0.24,1.8,0.025,32.0,102.0,0.9903,3.34,0.59,12.8,0,7.7
1549,white,8.5,0.15,0.49,1.5,0.031,17.0,122.0,0.9932,3.03,0.4,10.3,0,9.14
1550,white,7.9,0.18,0.49,5.2,0.051,36.0,157.0,0.9953,3.18,0.48,10.6,0,8.57
1551,white,6.6,0.19,0.99,1.2,0.122,45.0,129.0,0.9936,3.09,0.31,8.7,0,7.78
1552,white,7.3,0.21,0.49,1.8,0.038,44.0,152.0,0.9912,3.32,0.44,12.6,1,8.0
1553,white,6.9,0.3,0.49,7.6,0.057,25.0,156.0,0.9962,3.43,0.63,11.0,1,7.69
1554,white,7.9,0.42,0.49,8.2,0.055999999999999994,32.0,164.0,0.9965,3.29,0.6,11.2,1,8.81
1555,white,6.9,0.24,0.49,1.3,0.032,35.0,148.0,0.9932,3.45,0.57,10.7,1,7.630000000000001
1556,white,7.6,0.23,0.49,10.0,0.036000000000000004,45.0,182.0,0.9967,3.08,0.58,9.6,0,8.32
1557,white,7.9,0.18,0.49,5.2,0.051,36.0,157.0,0.9953,3.18,0.48,10.6,0,8.57
1558,white,6.2,0.43,0.49,6.4,0.045,12.0,115.0,0.9963,3.27,0.57,9.0,0,7.12
1559,white,8.8,0.35,0.49,1.0,0.036000000000000004,14.0,56.0,0.992,2.96,0.33,10.5,0,9.64
1560,white,7.8,0.3,0.74,1.8,0.033,33.0,156.0,0.991,3.29,0.52,12.8,0,8.84
1561,white,9.1,0.28,0.49,2.0,0.059000000000000004,10.0,112.0,0.9958,3.15,0.46,10.1,0,9.87
1562,white,7.1,0.34,0.49,1.5,0.027000000000000003,26.0,126.0,0.99,3.3,0.33,12.2,1,7.93
1563,white,7.8,0.3,0.74,1.8,0.033,33.0,156.0,0.991,3.29,0.52,12.8,0,8.84
1564,white,9.1,0.28,0.49,2.0,0.059000000000000004,10.0,112.0,0.9958,3.15,0.46,10.1,0,9.87
1565,white,8.5,0.19,0.49,3.5,0.044000000000000004,29.0,117.0,0.9938,3.14,0.51,10.1,0,9.18
1566,white,7.6,0.18,0.49,18.05,0.046,36.0,158.0,0.9996,3.06,0.41,9.2,0,8.27
1567,white,7.5,0.19,0.49,1.8,0.055,19.0,110.0,0.9946,3.33,0.44,9.9,0,8.18
1568,white,7.4,0.3,0.49,8.2,0.055,49.0,188.0,0.9974,3.52,0.58,9.7,0,8.19
1569,white,6.7,0.3,0.74,5.0,0.038,35.0,157.0,0.9945,3.21,0.46,9.9,0,7.74
1570,white,6.6,0.3,0.74,4.6,0.040999999999999995,36.0,159.0,0.9946,3.21,0.45,9.9,0,7.64
1571,white,7.4,0.3,0.49,8.2,0.055,49.0,188.0,0.9974,3.52,0.58,9.7,0,8.19
1572,white,6.9,0.22,0.49,7.0,0.063,50.0,168.0,0.9957,3.54,0.5,10.3,0,7.61
1573,white,7.8,0.26,0.49,3.1,0.045,21.0,116.0,0.9931,3.16,0.35,10.3,0,8.55
1574,white,8.5,0.17,0.49,8.8,0.048,23.0,108.0,0.9947,2.88,0.34,10.5,0,9.16
1575,white,6.8,0.17,0.74,2.4,0.053,61.0,182.0,0.9953,3.63,0.76,10.5,0,7.71
1576,white,6.2,0.27,0.49,1.4,0.05,20.0,74.0,0.9931,3.32,0.44,9.8,0,6.960000000000001
1577,white,7.1,0.64,0.49,1.8,0.05,17.0,128.0,0.9946,3.31,0.58,10.6,0,8.229999999999999
1578,white,6.4,0.18,0.74,11.9,0.046,54.0,168.0,0.9978,3.58,0.68,10.1,0,7.32
1579,white,7.6,0.31,0.49,13.4,0.062,50.0,191.0,0.9989,3.22,0.53,9.0,0,8.399999999999999
1580,white,9.8,0.31,0.49,15.4,0.046,13.0,119.0,1.0004,3.18,0.45,9.5,0,10.600000000000001
1581,white,9.0,0.3,0.49,7.2,0.039,32.0,84.0,0.9938,2.94,0.32,11.5,0,9.790000000000001
1582,white,8.4,0.24,0.49,7.4,0.039,46.0,108.0,0.9934,3.03,0.33,11.9,1,9.13
1583,white,6.4,0.18,0.74,11.9,0.046,54.0,168.0,0.9978,3.58,0.68,10.1,0,7.32
1584,white,6.4,0.25,0.74,7.8,0.045,52.0,209.0,0.9956,3.21,0.42,9.2,0,7.390000000000001
1585,white,7.3,0.3,0.74,13.5,0.039,46.0,165.0,0.9982,3.02,0.4,8.7,0,8.34
1586,white,9.3,0.31,0.49,1.3,0.042,34.0,147.0,0.9948,3.11,0.46,9.8,0,10.100000000000001
1587,white,6.4,0.25,0.74,7.8,0.045,52.0,209.0,0.9956,3.21,0.42,9.2,0,7.390000000000001
1588,white,7.3,0.3,0.74,13.5,0.039,46.0,165.0,0.9982,3.02,0.4,8.7,0,8.34
1589,white,7.0,0.27,0.74,1.5,0.036000000000000004,27.0,122.0,0.9926,3.35,0.48,11.2,0,8.01
1590,white,7.9,0.14,0.74,1.2,0.027999999999999997,30.0,165.0,0.991,3.08,0.82,12.3,0,8.780000000000001
1591,white,6.4,0.12,0.49,6.4,0.042,49.0,161.0,0.9945,3.34,0.44,10.4,0,7.010000000000001
1592,white,6.8,0.21,0.74,1.2,0.047,25.0,111.0,0.9916,3.13,0.41,10.7,0,7.75
1593,white,8.6,0.16,0.49,7.3,0.043,9.0,63.0,0.9953,3.13,0.59,10.5,0,9.25
1594,white,7.0,0.29,0.49,3.8,0.047,37.0,136.0,0.9938,2.95,0.4,9.4,0,7.78
1595,white,6.4,0.27,0.49,7.3,0.046,53.0,206.0,0.9956,3.24,0.43,9.2,0,7.16
1596,white,6.6,0.55,0.01,2.7,0.034,56.0,122.0,0.9906,3.15,0.3,11.9,0,7.159999999999999
1597,white,6.4,0.27,0.49,7.3,0.046,53.0,206.0,0.9956,3.24,0.43,9.2,0,7.16
1598,white,6.3,0.24,0.74,1.4,0.172,24.0,108.0,0.9932,3.27,0.39,9.9,0,7.28
1599,white,6.7,0.33,0.49,1.6,0.16699999999999998,20.0,94.0,0.9914,3.11,0.5,11.4,0,7.5200000000000005
1600,white,7.0,0.29,0.49,3.8,0.047,37.0,136.0,0.9938,2.95,0.4,9.4,0,7.78
1601,white,8.2,0.34,0.49,8.0,0.046,55.0,223.0,0.996,3.08,0.52,10.7,0,9.03
1602,white,5.6,0.39,0.24,4.7,0.034,27.0,77.0,0.9906,3.28,0.36,12.7,0,6.2299999999999995
1603,white,5.6,0.41,0.24,1.9,0.034,10.0,53.0,0.98815,3.32,0.5,13.5,1,6.25
1604,white,6.7,0.41,0.01,2.8,0.048,39.0,137.0,0.9942,3.24,0.35,9.5,0,7.12
1605,white,7.1,0.26,0.49,2.2,0.032,31.0,113.0,0.9903,3.37,0.42,12.9,1,7.85
1606,white,7.5,0.32,0.49,1.7,0.031,44.0,109.0,0.9906,3.07,0.46,12.5,0,8.31
1607,white,5.8,0.19,0.49,4.9,0.04,44.0,118.0,0.9935,3.34,0.38,9.5,1,6.48
1609,white,8.1,0.2,0.49,11.8,0.048,46.0,212.0,0.9968,3.09,0.46,10.0,1,8.79
1610,white,7.5,0.32,0.49,1.7,0.031,44.0,109.0,0.9906,3.07,0.46,12.5,0,8.31
1611,white,8.2,0.26,0.49,5.2,0.04,19.0,100.0,0.9941,3.12,0.34,10.1,0,8.95
1612,white,7.8,0.26,0.49,3.2,0.027000000000000003,28.0,87.0,0.9919,3.03,0.32,11.3,1,8.55
1613,white,8.0,0.14,0.49,1.5,0.035,42.0,120.0,0.9928,3.26,0.4,10.6,1,8.63
1614,white,8.0,0.29,0.49,11.7,0.035,40.0,131.0,0.9958,3.14,0.34,10.8,0,8.78
1615,white,7.5,0.19,0.49,1.6,0.047,42.0,140.0,0.9932,3.4,0.47,10.7,0,8.18
1616,white,6.9,0.34,0.49,7.3,0.045,61.0,206.0,0.9957,3.09,0.4,9.0,0,7.73
1617,white,6.2,0.2,0.49,1.6,0.065,17.0,143.0,0.9937,3.22,0.52,9.2,0,6.890000000000001
1618,white,6.4,0.37,0.49,13.3,0.045,53.0,243.0,0.9982,3.14,0.48,8.5,0,7.260000000000001
1619,white,6.2,0.22,0.49,6.0,0.028999999999999998,31.0,128.0,0.9928,3.41,0.36,11.3,1,6.91
1620,white,7.8,0.26,0.49,3.2,0.027000000000000003,28.0,87.0,0.9919,3.03,0.32,11.3,1,8.55
1621,white,8.9,0.32,0.49,1.6,0.05,17.0,131.0,0.9956,3.13,0.34,9.4,0,9.71
1622,white,6.5,0.44,0.49,7.7,0.045,16.0,169.0,0.9957,3.11,0.37,8.7,0,7.430000000000001
1623,white,7.0,0.14,0.49,5.9,0.053,22.0,118.0,0.9954,3.36,0.36,9.4,0,7.63
1624,white,9.0,0.17,0.49,1.0,0.039,46.0,131.0,0.993,3.09,0.51,10.5,1,9.66
1625,white,6.4,0.26,0.49,6.4,0.037000000000000005,37.0,161.0,0.9954,3.38,0.53,9.7,0,7.15
1626,white,9.0,0.22,0.49,10.4,0.048,52.0,195.0,0.9987,3.31,0.44,10.2,0,9.71
1627,white,8.9,0.32,0.49,1.6,0.05,17.0,131.0,0.9956,3.13,0.34,9.4,0,9.71
1628,white,8.2,0.2,0.49,3.5,0.057,14.0,108.0,0.9928,3.19,0.35,11.5,0,8.889999999999999
1629,white,7.8,0.15,0.24,7.7,0.047,21.0,98.0,0.9951,2.94,0.31,9.6,0,8.19
1630,white,6.9,0.25,0.24,1.8,0.053,6.0,121.0,0.993,3.23,0.7,11.4,0,7.390000000000001
1631,white,8.2,0.2,0.49,3.5,0.057,14.0,108.0,0.9928,3.19,0.35,11.5,0,8.889999999999999
1632,white,7.1,0.28,0.49,6.5,0.040999999999999995,28.0,111.0,0.9926,3.41,0.58,12.2,1,7.87
1633,white,7.4,0.19,0.49,6.7,0.037000000000000005,15.0,110.0,0.9938,3.2,0.38,11.0,1,8.08
1634,white,8.3,0.25,0.49,16.8,0.048,50.0,228.0,1.0001,3.03,0.52,9.2,0,9.040000000000001
1635,white,7.5,0.14,0.74,1.6,0.035,21.0,126.0,0.9933,3.26,0.45,10.2,0,8.379999999999999
1636,white,7.8,0.49,0.49,7.0,0.043,29.0,149.0,0.9952,3.21,0.33,10.0,0,8.78
1637,white,8.1,0.12,0.49,1.2,0.042,43.0,160.0,0.9934,3.13,0.48,9.7,0,8.709999999999999
1638,white,7.6,0.47,0.49,13.0,0.239,42.0,220.0,0.9988,2.96,0.51,9.2,0,8.56
1639,white,7.9,0.22,0.49,3.8,0.042,26.0,105.0,0.993,3.1,0.39,10.5,0,8.610000000000001
1640,white,7.8,0.49,0.49,7.0,0.043,29.0,149.0,0.9952,3.21,0.33,10.0,0,8.78
1641,white,6.4,0.22,0.49,7.5,0.054000000000000006,42.0,151.0,0.9948,3.27,0.52,10.1,0,7.11
1642,white,7.3,0.19,0.49,15.55,0.057999999999999996,50.0,134.0,0.9998,3.42,0.36,9.1,1,7.98
1643,white,8.1,0.3,0.49,12.3,0.049,50.0,144.0,0.9971,3.09,0.57,10.2,1,8.89
1644,white,7.3,0.19,0.49,15.55,0.057999999999999996,50.0,134.0,0.9998,3.42,0.36,9.1,1,7.98
1645,white,7.5,0.24,0.49,9.4,0.048,50.0,149.0,0.9962,3.17,0.59,10.5,1,8.23
1646,white,6.4,0.22,0.49,7.5,0.054000000000000006,42.0,151.0,0.9948,3.27,0.52,10.1,0,7.11
1647,white,7.8,0.21,0.49,1.2,0.036000000000000004,20.0,99.0,0.99,3.05,0.28,12.1,1,8.5
1648,white,7.1,0.3,0.49,1.6,0.045,31.0,100.0,0.9942,3.4,0.59,10.2,0,7.89
1649,white,6.9,0.26,0.49,1.6,0.057999999999999996,39.0,166.0,0.9965,3.65,0.52,9.4,0,7.65
1650,white,7.6,0.31,0.49,3.95,0.044000000000000004,27.0,131.0,0.9912,3.08,0.67,12.8,1,8.399999999999999
1651,white,6.4,0.42,0.74,12.8,0.076,48.0,209.0,0.9978,3.12,0.58,9.0,0,7.5600000000000005
1652,white,8.2,0.29,0.49,1.0,0.044000000000000004,29.0,118.0,0.9928,3.24,0.36,10.9,0,8.979999999999999
1654,white,6.6,0.46,0.49,7.4,0.052000000000000005,19.0,184.0,0.9956,3.11,0.38,9.0,0,7.55
1655,white,7.8,0.28,0.49,1.3,0.046,27.0,142.0,0.9936,3.09,0.59,10.2,0,8.57
1656,white,5.8,0.15,0.49,1.1,0.048,21.0,98.0,0.9929,3.19,0.48,9.2,0,6.44
1657,white,7.8,0.4,0.49,7.8,0.06,34.0,162.0,0.9966,3.26,0.58,11.3,0,8.69
1658,white,6.6,0.31,0.49,7.7,0.05,52.0,220.0,0.9964,3.12,0.45,8.8,0,7.3999999999999995
1659,white,6.6,0.325,0.49,7.7,0.049,53.0,217.0,0.996,3.16,0.4,9.3,0,7.415
1660,white,6.6,0.27,0.49,7.8,0.049,62.0,217.0,0.9959,3.17,0.45,9.4,0,7.359999999999999
1661,white,6.7,0.26,0.49,8.3,0.047,54.0,191.0,0.9954,3.23,0.4,10.3,0,7.45
1662,white,6.7,0.21,0.49,1.4,0.047,30.0,114.0,0.9914,2.92,0.42,10.8,1,7.4
1664,white,8.1,0.28,0.46,15.4,0.059000000000000004,32.0,177.0,1.0004,3.27,0.58,9.0,0,8.84
1665,white,6.5,0.13,0.37,1.0,0.036000000000000004,48.0,114.0,0.9911,3.41,0.51,11.5,1,7.0
1666,white,7.8,0.445,0.56,1.0,0.04,8.0,84.0,0.9938,3.25,0.43,10.8,0,8.805
1667,white,8.8,0.39,0.34,5.9,0.055,33.0,128.0,0.9927,2.95,0.51,11.8,0,9.530000000000001
1668,white,7.9,0.18,0.33,1.2,0.033,20.0,72.0,0.9922,3.12,0.38,10.5,1,8.41
1669,white,7.1,0.31,0.38,1.2,0.036000000000000004,10.0,124.0,0.9924,3.14,0.44,9.9,0,7.789999999999999
1670,white,7.8,0.24,0.18,6.7,0.046,33.0,160.0,0.9963,3.2,0.56,9.8,0,8.219999999999999
1671,white,7.0,0.35,0.3,6.5,0.027999999999999997,27.0,87.0,0.9936,3.4,0.42,11.4,1,7.6499999999999995
1672,white,6.6,0.26,0.31,4.8,0.138,41.0,168.0,0.9951,3.2,0.38,9.3,0,7.169999999999999
1673,white,6.6,0.27,0.31,5.3,0.13699999999999998,35.0,163.0,0.9951,3.2,0.38,9.3,0,7.179999999999999
1674,white,6.8,0.22,0.29,8.9,0.046,82.0,188.0,0.9955,3.3,0.44,10.3,0,7.31
1675,white,6.2,0.27,0.32,8.8,0.047,65.0,224.0,0.9961,3.17,0.47,8.9,0,6.790000000000001
