,total_acidity,chlorides,pH,sulphates,alcohol,quality
2796,7.17,0.033,3.22,0.53,13.5,1
2797,7.68,0.053,3.07,0.4,9.4,0
2798,7.53,0.036,3.19,0.45,11.4,1
2799,7.23,0.036,3.19,0.51,12.4,1
2800,7.359999999999999,0.047,3.22,0.49,9.2,0
2801,7.5,0.046,3.2,0.51,9.4,0
2802,6.06,0.038,3.3,0.39,10.5,1
2803,5.970000000000001,0.031,3.26,0.38,11.5,1
2804,6.94,0.028,3.13,0.55,10.9,1
2805,7.76,0.04,3.34,0.44,10.8,1
2806,8.379999999999999,0.038,3.03,0.46,8.9,0
2807,8.4,0.039,3.03,0.46,8.9,0
2808,7.75,0.042,3.2,0.5,9.4,1
2809,6.43,0.049,3.44,0.73,12.2,1
2810,8.370000000000001,0.025,2.99,0.47,12.1,1
2811,8.02,0.03,3.17,0.66,10.9,0
2812,7.2,0.026,3.34,0.58,10.1,1
2813,6.43,0.049,3.44,0.73,12.2,1
2814,7.28,0.032,3.31,0.38,13.0,1
2815,7.2,0.038,3.23,0.39,11.0,0
2816,7.78,0.052,3.19,0.49,10.8,0
2817,7.28,0.032,3.31,0.38,13.0,1
2818,6.58,0.052,2.91,0.34,9.3,0
2819,6.55,0.042,3.44,0.42,11.4,1
2820,7.845000000000001,0.152,2.99,0.38,9.2,0
2821,7.46,0.056,3.5,0.6,9.9,0
2822,6.94,0.044,3.22,0.44,10.5,0
2823,8.209999999999999,0.04,3.06,0.48,12.4,1
2824,7.86,0.047,3.18,0.53,9.5,1
2825,6.77,0.048,3.16,0.5,10.5,1
2826,7.17,0.053,3.23,0.48,9.1,1
2827,6.85,0.034,3.38,0.35,11.5,1
2828,6.85,0.034,3.38,0.35,11.5,1
2829,7.68,0.044,3.17,0.37,11.2,0
2830,7.159999999999999,0.05,3.22,0.4,10.8,0
2831,7.4799999999999995,0.064,3.12,0.44,9.4,0
2832,7.069999999999999,0.031,3.17,0.58,11.0,1
2833,7.920000000000001,0.048,3.21,0.37,11.3,1
2834,6.620000000000001,0.041,3.28,0.38,11.2,1
2835,6.77,0.048,3.16,0.5,10.5,1
2836,7.17,0.053,3.23,0.48,9.1,1
2837,7.859999999999999,0.05,3.21,0.5,10.4,1
2838,7.340000000000001,0.033,3.1,0.58,11.2,1
2839,6.31,0.034,3.14,0.36,11.1,1
2840,7.2,0.036,3.18,0.38,11.2,1
2841,6.255,0.036,3.29,0.39,10.5,1
2842,6.500000000000001,0.047,3.2,0.45,10.0,1
2843,6.5,0.046,3.2,0.47,10.0,1
2844,8.530000000000001,0.049,3.1,0.42,10.9,0
2845,7.01,0.028,3.15,0.56,10.9,1
2846,7.340000000000001,0.033,3.1,0.58,11.2,1
2847,6.34,0.035,3.5,0.42,11.7,0
2848,6.9799999999999995,0.033,3.16,0.42,10.0,0
2849,8.5,0.169,3.02,0.64,9.5,0
2850,7.23,0.053,3.03,0.52,9.0,0
2851,7.87,0.052,3.04,0.56,10.0,0
2852,8.49,0.041,3.08,0.43,11.9,0
2853,5.85,0.028,3.57,0.59,10.6,1
2854,6.890000000000001,0.047,3.15,0.4,11.0,1
2855,7.49,0.027,3.25,0.43,11.2,1
2856,6.359999999999999,0.034,3.51,0.6,12.0,1
2857,7.199999999999999,0.027,3.24,0.6,12.6,1
2858,7.49,0.027,3.25,0.43,11.2,1
2859,7.17,0.034,3.24,0.68,10.5,1
2860,7.84,0.037,3.11,0.52,10.2,1
2861,6.890000000000001,0.047,3.15,0.4,11.0,1
2862,5.53,0.028,3.57,0.52,12.2,1
2863,6.970000000000001,0.036,3.18,0.41,12.3,1
2864,5.85,0.028,3.57,0.59,10.6,1
2865,6.25,0.032,3.36,0.5,10.4,1
2866,6.359999999999999,0.034,3.51,0.6,12.0,1
2867,7.5,0.021,3.15,0.53,12.7,1
2868,6.660000000000001,0.018,3.05,0.28,10.6,0
2869,6.46,0.028,3.14,0.34,12.3,1
2870,7.5,0.021,3.15,0.53,12.7,1
2871,7.23,0.037,3.09,0.53,11.4,1
2872,4.73,0.029,3.65,0.89,12.0,1
2873,6.33,0.045,3.23,0.94,12.4,1
2874,5.990000000000001,0.03,3.24,0.99,12.1,1
2875,7.23,0.037,3.09,0.53,11.4,1
2876,6.93,0.04,3.21,0.38,10.7,0
2877,7.2,0.045,2.97,0.4,9.3,0
2878,6.550000000000001,0.027,3.37,0.42,12.7,1
2879,6.37,0.029,3.18,0.39,11.7,1
2880,8.5,0.039,2.93,0.49,10.7,0
2881,7.69,0.033,2.99,0.43,11.8,1
2882,7.54,0.039,3.2,0.39,9.9,0
2883,7.6049999999999995,0.047,3.23,0.53,13.4,1
2884,7.6000000000000005,0.032,3.12,0.64,12.8,1
2885,7.6000000000000005,0.033,3.15,0.45,12.8,1
2886,7.319999999999999,0.042,3.13,0.41,10.5,0
2887,6.880000000000001,0.032,3.31,0.55,11.5,0
2888,9.06,0.04,3.04,0.37,10.5,0
2889,9.12,0.032,2.95,0.39,13.0,1
2890,5.775,0.035,3.19,0.34,12.4,1
2891,7.4,0.041,3.16,0.35,10.2,1
2892,7.58,0.054,3.23,0.5,9.0,0
2893,6.7,0.038,3.33,0.86,12.0,1
2894,7.099183201695243,0.044,3.15,0.5,11.7,1
2895,7.1000000000000005,0.054,3.58,0.57,10.0,0
2896,7.699999999999999,0.055,3.37,0.54,10.3,0
2897,7.58,0.054,3.23,0.5,9.0,0
2898,9.059999999999999,0.032,2.99,0.38,11.1,0
2899,6.67,0.05,3.31,0.46,9.0,0
2900,6.63,0.031,3.4,0.58,10.5,1
2901,7.04,0.028,3.27,0.59,11.9,1
2902,7.708813330764785,0.036,3.27,0.5309586140519731,9.4,0
2903,6.16,0.035,3.31,0.52,11.4,1
2904,6.970000000000001,0.034,3.31,0.58,10.8,1
2905,8.17,0.073,3.1,0.46,9.8,0
2906,7.319999999999999,0.047,3.2,0.45,9.3,0
2907,6.16,0.035,3.31,0.52,11.4,1
2908,6.71,0.031,3.24,0.52,11.3,1
2909,6.68,0.031,3.23,0.52,11.3,1
2910,6.67,0.031,3.22,0.48,9.5,0
2911,6.7,0.036,3.27,0.5,9.4,0
2912,7.04,0.028,3.27,0.59,11.9,1
2913,8.18,0.046,3.03,0.38,9.3,0
2914,7.42,0.041,3.03,0.54,11.4,1
2915,7.42,0.041,3.03,0.54,11.4,1
2916,6.7,0.053,3.22,0.39,12.7,1
2917,7.86,0.033,3.2,0.45,13.5,1
2918,6.260000000000001,0.019,3.06,0.52,11.2,1
2919,6.880000000000001,0.038,3.19,0.41,10.7,0
2920,8.08,0.032,3.01,0.46,10.8,0
2921,7.3999999999999995,0.054,3.46,0.57,10.5,1
2922,7.41,0.014,3.13,0.32,13.0,1
2923,7.43,0.029,3.08,0.49,10.8,1
2924,7.109999999999999,0.046,3.05,0.5,9.1,1
2925,8.25,0.038,3.1,0.5,10.1,0
2926,5.6850000000000005,0.028,3.3,0.84,11.9,1
2927,7.619999999999999,0.036,2.98,0.31,12.0,1
2928,7.619999999999999,0.036,2.98,0.31,12.0,1
2929,7.109999999999999,0.046,3.05,0.5,9.1,1
2930,6.21,0.041,3.22,0.95,11.6,1
2931,5.6850000000000005,0.028,3.3,0.84,11.9,1
2932,6.970000000000001,0.038,3.14,0.5,10.2,1
2933,7.43,0.029,3.08,0.49,10.8,1
2934,5.8,0.028,3.3,0.4,9.8,0
2935,7.6499999999999995,0.023,2.95,0.3,11.4,0
2936,5.640000000000001,0.03,3.3,0.41,9.8,0
2937,8.25,0.038,3.1,0.5,10.1,0
2938,7.41,0.039,3.19,0.38,9.8,1
2939,7.41,0.039,3.19,0.38,9.8,1
2940,7.7299999999999995,0.036,3.21,0.4,10.7,1
2941,7.8,0.022,3.11,0.61,10.6,0
2942,7.52,0.037,3.17,0.47,9.3,0
2943,7.41,0.039,3.19,0.38,9.8,1
2944,7.7299999999999995,0.036,3.21,0.4,10.7,1
2945,5.54,0.016,3.33,0.59,14.0,1
2946,5.67,0.026,3.36,0.37,11.0,1
2947,5.67,0.026,3.36,0.37,11.0,1
2948,7.539999999999999,0.049,3.21,0.45,9.4,1
2949,6.800000000000001,0.078,3.1,0.36,9.0,1
2950,6.53,0.042,3.08,0.55,9.0,0
2951,7.62,0.044,3.37,0.53,10.0,0
2952,6.619999999999999,0.041,3.08,0.54,9.0,0
2953,6.53,0.042,3.08,0.55,9.0,0
2954,6.99,0.036,3.29,0.6,12.4,1
2955,7.99,0.042,3.14,0.44,11.3,0
2956,8.6,0.034,2.8,0.55,12.0,1
2957,6.82,0.031,3.01,0.56,11.7,1
2958,7.62,0.044,3.37,0.53,10.0,0
2959,7.96,0.016,2.84,0.54,13.2,1
2960,8.15,0.04,3.07,0.59,11.0,1
2961,7.540000000000001,0.03,3.22,0.54,11.0,1
2962,7.66,0.112,3.02,0.48,9.2,0
2963,8.17,0.021,3.08,0.48,13.0,1
2964,6.23,0.044,3.77,0.6,10.6,0
2965,6.1,0.021,3.55,0.49,13.0,1
2966,7.13,0.051,3.04,0.54,9.0,1
2967,7.13,0.051,3.04,0.54,9.0,1
2968,9.020000000000001,0.021,2.93,0.32,11.5,0
2969,7.2,0.025,3.11,0.44,11.0,1
2970,9.020000000000001,0.021,2.93,0.32,11.5,0
2971,7.8,0.05,3.11,0.43,9.9,0
2972,6.739999999999999,0.039,3.12,0.46,10.4,1
2973,7.13,0.051,3.04,0.54,9.0,1
2974,8.09,0.056,3.06,0.52,9.9,1
2975,8.47,0.045,3.07,0.47,11.0,1
2976,7.51,0.026,3.18,0.35,12.1,1
2977,7.03,0.044,2.96,0.51,9.7,1
2978,7.03,0.044,2.96,0.51,9.7,1
2979,7.32,0.034,2.99,0.3,12.2,1
2980,6.8999999999999995,0.016,3.15,0.31,12.4,1
2981,9.01,0.033,3.03,0.39,10.5,1
2982,7.51,0.05,3.28,0.57,10.4,1
2983,6.58,0.029,3.15,0.34,12.0,1
2984,7.5,0.037,3.07,0.32,12.7,1
2985,7.16,0.039,3.11,0.45,10.9,1
2986,7.16,0.039,3.11,0.45,10.9,1
2987,7.26,0.039,3.11,0.45,10.9,1
2988,7.7,0.034,3.15,0.52,11.4,1
2989,6.680000000000001,0.036,3.22,0.41,11.0,1
2990,5.59,0.032,3.45,0.31,12.6,1
2991,6.95,0.034,3.29,0.46,11.6,1
2992,7.07,0.038,3.11,0.44,10.5,1
2993,7.26,0.039,3.11,0.45,10.9,1
2994,7.26,0.039,3.11,0.45,10.9,1
2995,7.22,0.037,3.03,0.37,12.5,1
2996,7.21,0.034,3.11,0.5,12.1,1
2997,7.48,0.035,3.02,0.58,11.3,1
2998,6.62,0.025,3.07,0.64,13.3,1
2999,7.26,0.039,3.11,0.45,10.9,1
3000,7.16,0.039,3.11,0.45,10.9,1
3001,7.07,0.038,3.11,0.44,10.5,1
3002,6.95,0.034,3.29,0.46,11.6,1
3003,7.7,0.034,3.15,0.52,11.4,1
3004,6.84,0.034,3.16,0.51,11.0,1
3005,7.5600000000000005,0.037,3.08,0.36,12.1,1
3006,6.680000000000001,0.036,3.22,0.41,11.0,1
3007,5.59,0.032,3.45,0.31,12.6,1
3008,5.63,0.03,3.36,0.3,13.0,1
3009,7.2,0.054,2.94,0.64,8.8,1
3010,7.26,0.061,3.16,0.53,9.5,0
3011,7.18,0.029,3.2,0.47,11.8,1
3012,7.42,0.026,3.14,0.45,12.2,1
3013,7.5,0.042,3.05,0.55,10.7,1
3014,7.79,0.04,3.07,0.38,11.0,1
3015,7.82,0.02,2.99,0.44,11.4,1
3016,7.5,0.042,3.05,0.55,10.7,1
3017,6.54,0.035,3.09,0.34,12.0,1
3018,7.329999999999999,0.037,3.02,0.39,11.9,1
3019,7.82,0.02,2.99,0.44,11.4,1
3020,9.07,0.029,3.02,0.34,11.8,1
3021,7.36,0.046,3.34,0.48,10.6,0
3022,8.950000000000001,0.05,3.06,0.38,9.7,0
3023,7.79,0.04,3.07,0.38,11.0,1
3024,7.5,0.042,3.05,0.55,10.7,1
3025,5.91,0.045,3.76,0.63,11.0,1
3026,8.920000000000002,0.024,2.99,0.34,10.5,1
3027,7.94,0.035,3.1,0.45,10.4,0
3028,8.049999999999999,0.05,3.2,0.55,10.5,1
3029,7.859999999999999,0.024,3.12,0.48,12.0,1
3030,7.859999999999999,0.024,3.12,0.48,12.0,1
3031,6.24,0.042,3.22,0.41,9.2,1
3032,7.3,0.036,3.37,0.49,10.9,0
3033,7.42,0.045,3.15,0.5,9.5,1
3034,7.62,0.042,3.15,0.55,9.4,1
3035,6.57,0.026,3.13,0.5,11.3,1
3036,7.43,0.054,3.42,0.58,10.4,0
3037,7.05,0.037,3.26,0.57,9.4,1
3038,7.180000000000001,0.027,3.02,0.52,11.3,1
3039,6.86,0.044,3.14,0.4,8.8,1
3040,6.87,0.045,3.2,0.35,10.8,0
3041,6.94,0.037,3.25,0.57,9.4,1
3042,7.05,0.037,3.26,0.57,9.4,1
3043,8.41,0.154,2.95,0.43,9.2,1
3044,6.569999999999999,0.044,3.12,0.53,10.3,1
3045,6.08,0.034,3.09,0.57,9.9,1
3046,7.510000000000001,0.027,3.19,0.34,12.4,1
3047,8.41,0.041,3.11,0.44,11.9,0
3048,7.699999999999999,0.023,3.11,0.56,11.7,1
3049,8.21,0.126,2.98,0.57,9.4,0
3050,6.695,0.039,3.53,0.53,9.6,0
3051,8.21,0.126,2.98,0.57,9.4,0
3052,6.46,0.043,2.98,0.43,10.4,1
3053,8.129999999999999,0.042,3.09,0.47,9.5,0
3054,6.26,0.036,3.2,0.43,11.9,1
3055,6.99,0.024,3.18,0.4,12.5,1
3056,7.590000000000001,0.016,3.16,0.4,13.4,0
3057,7.840000000000001,0.026,3.13,0.84,12.7,0
3058,6.83,0.045,3.17,0.46,9.1,0
3059,9.17,0.026,2.9,0.5,10.5,1
3060,6.99,0.046,3.19,0.7,10.4,0
3061,6.99,0.046,3.19,0.7,10.4,0
3062,7.51,0.03,3.08,0.59,12.5,1
3063,6.99,0.046,3.19,0.7,10.4,0
3064,8.41,0.038,2.95,0.48,9.0,0
3065,7.53,0.045,3.18,0.42,9.8,1
3066,8.41,0.038,2.95,0.48,9.0,0
3067,8.0,0.033,3.17,0.43,10.7,0
3068,6.659999999999999,0.033,3.16,0.49,12.4,1
3069,7.96,0.029,3.08,0.5,12.5,1
3070,7.51,0.03,3.08,0.59,12.5,1
3071,7.24,0.028,3.1,0.43,12.1,1
3072,8.22,0.041,2.92,0.59,11.3,1
3073,7.3500000000000005,0.039,3.25,0.43,12.0,0
3074,7.18,0.042,3.28,0.6,10.4,0
3075,6.950000000000001,0.042,3.11,0.46,12.2,1
3076,6.88,0.039,3.05,0.43,8.6,0
3077,6.83,0.045,3.17,0.46,9.1,0
3078,7.7299999999999995,0.028,2.96,0.33,12.1,0
3079,7.289999999999999,0.032,3.32,0.81,12.0,0
3080,9.17,0.026,2.9,0.5,10.5,1
3081,6.99,0.046,3.19,0.7,10.4,0
3082,6.859999999999999,0.029,3.46,0.42,11.9,1
3083,6.43,0.024,3.25,0.52,13.7,1
3084,7.119999999999999,0.03,3.22,0.72,11.3,1
3085,9.13,0.036,3.02,0.42,10.5,1
3086,6.43,0.024,3.25,0.52,13.7,1
3087,6.64,0.041,3.14,0.44,10.1,0
3088,7.04,0.024,2.94,0.39,12.3,1
3089,6.94,0.031,3.06,0.33,12.0,1
3090,7.119999999999999,0.03,3.22,0.72,11.3,1
3091,7.05,0.04,3.12,0.51,9.5,1
3092,8.389999999999999,0.043,3.02,0.53,11.4,1
3093,7.7,0.045,3.16,0.48,11.9,1
3094,10.43,0.032,2.85,0.54,10.0,1
3095,10.43,0.032,2.85,0.54,10.0,1
3096,7.319999999999999,0.034,3.23,0.6,11.3,1
3097,7.88,0.045,3.25,0.48,11.7,0
3098,5.699999999999999,0.022,3.36,0.39,11.0,1
3099,7.44,0.033,2.97,0.48,12.2,1
3100,7.35,0.028,2.91,0.54,10.7,1
3101,7.6,0.038,3.11,0.34,10.9,1
3102,7.05,0.04,3.17,0.38,10.2,1
3103,7.7,0.045,3.16,0.48,11.9,1
3104,8.299999999999999,0.047,3.15,0.48,11.1,0
3105,8.47,0.045,3.0,0.5,11.2,1
3106,8.389999999999999,0.043,3.02,0.53,11.4,1
3107,8.44,0.047,3.07,0.57,10.6,1
3108,8.41,0.047,3.03,0.53,10.3,0
3109,7.5600000000000005,0.054,3.4,0.57,10.4,0
3110,7.4,0.033,3.1,0.62,11.9,1
3111,7.12,0.036,3.19,0.43,11.9,1
3112,8.17,0.043,3.12,0.7,10.4,0
3113,7.13,0.052,3.11,0.47,9.2,1
3114,6.79,0.04,3.24,0.43,11.3,1
3115,6.79,0.04,3.24,0.43,11.3,1
3116,7.28,0.034,3.25,0.5,11.0,1
3117,7.12,0.036,3.19,0.43,11.9,1
3118,6.57,0.031,3.08,0.64,12.9,1
3119,6.460000000000001,0.027,3.09,0.31,10.8,0
3120,6.87,0.049,3.16,0.47,9.1,1
3121,8.17,0.043,3.12,0.7,10.4,0
3122,6.049999999999999,0.03,3.35,0.37,12.9,1
3123,5.8999999999999995,0.037,3.46,0.44,12.2,0
3124,7.13,0.052,3.11,0.47,9.2,1
3125,8.010000000000002,0.052,3.06,0.46,10.3,0
3126,7.74,0.059,3.08,0.46,11.0,1
3127,8.28,0.043,3.17,0.65,11.0,0
3128,5.45,0.039,3.69,0.62,11.7,1
3129,6.6899999999999995,0.039,3.2,0.43,12.0,1
3130,7.21,0.047,3.17,0.43,12.7,1
3131,6.909999999999999,0.061,3.11,0.49,8.8,0
3132,6.79,0.04,3.24,0.43,11.3,1
3133,7.199999999999999,0.034,3.19,0.4,12.8,1
3134,6.99,0.043,3.18,0.44,11.2,1
3135,7.379999999999999,0.057,3.26,0.51,8.9,1
3136,6.0600000000000005,0.04,3.5,0.39,11.2,0
3137,6.84,0.051,3.23,0.4,11.1,1
3138,7.55,0.042,3.05,0.51,10.8,1
3139,6.680000000000001,0.045,3.18,0.42,9.3,1
3140,7.379999999999999,0.057,3.26,0.51,8.9,1
3141,6.550000000000001,0.038,3.22,0.36,12.7,1
3142,8.469999999999999,0.045,3.16,0.4,12.0,1
3143,5.960000000000001,0.04,3.5,0.39,11.2,0
3144,6.790000000000001,0.039,3.23,0.43,8.8,1
3145,6.790000000000001,0.039,3.23,0.43,8.8,1
3146,6.790000000000001,0.039,3.23,0.43,8.8,1
3147,7.920000000000001,0.038,3.2,0.47,10.4,1
3148,6.790000000000001,0.039,3.23,0.43,8.8,1
3149,7.920000000000001,0.038,3.2,0.47,10.4,1
3150,6.659999999999999,0.027,3.38,0.45,14.0,1
3151,6.790000000000001,0.039,3.23,0.43,8.8,1
3152,9.08,0.035,3.03,0.43,13.1,1
3153,6.42,0.029,3.25,0.42,12.3,1
3154,7.98,0.03,3.27,0.46,12.6,1
3155,7.529999999999999,0.02,3.18,0.44,12.0,1
3156,6.6899999999999995,0.033,2.87,0.47,9.5,0
3157,7.529999999999999,0.02,3.18,0.44,12.0,1
3158,7.83,0.019,3.08,0.49,12.7,1
3159,7.410000000000001,0.042,3.4,0.39,10.5,1
3160,7.3,0.023,3.15,0.54,12.9,1
3161,6.6899999999999995,0.033,2.87,0.47,9.5,0
3162,7.529999999999999,0.02,3.18,0.44,12.0,1
3163,7.83,0.019,3.08,0.49,12.7,1
3164,8.459999999999999,0.024,3.06,0.66,11.9,1
3165,7.299999999999999,0.037,3.24,0.45,12.0,1
3166,5.91,0.031,3.25,0.41,12.5,1
3167,6.28,0.034,3.21,0.43,12.1,1
3168,6.7700000000000005,0.019,3.05,0.36,12.5,1
3169,6.12,0.043,3.06,0.58,9.9,1
3170,8.23,0.036,3.02,0.41,10.7,1
3171,7.89,0.048,2.94,0.35,12.0,1
3172,7.390000000000001,0.042,2.97,0.31,12.2,1
3173,7.37,0.036,2.99,0.32,12.4,1
3174,7.61,0.038,3.0,0.32,12.4,1
3175,8.35,0.039,3.02,0.31,10.3,1
3176,7.89,0.048,2.94,0.35,12.0,1
3177,6.2299999999999995,0.05,3.3,0.4,10.5,0
3178,8.1,0.051,3.1,0.44,9.5,1
3179,9.1,0.046,3.0,0.35,10.5,0
3180,7.12,0.027,3.24,0.36,12.3,1
3181,8.83,0.025,2.93,0.37,11.9,1
3182,5.95,0.038,3.25,0.45,9.8,0
3183,7.12,0.027,3.24,0.36,12.3,1
3184,6.71,0.04,3.14,0.56,11.4,1
3185,7.11,0.041,3.21,0.43,11.0,1
3186,9.59,0.046,3.06,0.56,10.8,0
3187,7.25,0.027,3.24,0.37,12.8,1
3188,7.53,0.055,3.11,0.5,11.0,1
3189,7.12,0.035,3.15,0.36,10.2,0
3190,6.38,0.026,3.32,0.6,12.5,1
3191,8.28,0.037,3.06,0.37,11.6,1
3192,8.83,0.025,2.93,0.37,11.9,1
3193,5.95,0.038,3.25,0.45,9.8,0
3194,6.180000000000001,0.036,3.26,0.48,11.0,0
3195,7.63,0.037,3.14,0.52,10.9,1
3196,7.0,0.044,2.97,0.3,11.0,1
3197,8.68,0.027,2.96,0.37,12.5,1
3198,7.0,0.044,2.97,0.3,11.0,1
3199,7.41,0.032,3.18,0.53,12.0,1
3200,5.87,0.031,3.14,0.31,12.4,1
3201,8.68,0.027,2.96,0.37,12.5,1
3202,6.359999999999999,0.022,3.22,0.38,12.8,1
3203,7.0,0.044,2.97,0.3,11.0,1
3204,7.42,0.035,3.33,0.43,9.1,0
3205,7.61,0.033,3.11,0.4,12.4,1
3206,7.279999999999999,0.031,3.15,0.8,12.9,1
3207,7.43,0.045,3.09,0.87,10.9,1
3208,7.29,0.045,3.53,0.58,10.8,0
3209,6.95,0.04,3.11,0.38,10.6,0
3210,6.36,0.053,3.13,0.52,9.0,0
3211,8.94,0.043,3.04,0.33,12.0,1
3212,6.960000000000001,0.041,3.25,0.35,11.8,0
3213,8.129999999999999,0.041,3.01,0.38,10.6,1
3214,5.735,0.033,3.34,0.48,12.3,1
3215,7.569999999999999,0.104,3.19,0.64,11.5,1
3216,7.79,0.044,2.97,0.45,11.1,0
3217,6.36,0.053,3.13,0.52,9.0,0
3218,7.04,0.142,3.0,0.44,9.9,0
3219,6.859999999999999,0.036,3.27,0.53,12.8,1
3220,9.91,0.102,2.93,0.57,12.9,0
3221,7.22,0.034,3.1,0.57,12.9,1
3222,7.1,0.037,3.01,0.68,12.0,1
3223,8.94,0.043,3.04,0.33,12.0,1
3224,6.130000000000001,0.045,3.22,0.27,11.2,1
3225,7.33,0.041,3.11,0.39,13.3,1
3226,6.2,0.046,3.34,0.5,9.9,1
3227,7.44,0.055,3.11,0.52,9.5,1
3228,7.49,0.054,3.12,0.49,9.4,1
3229,6.66,0.047,3.48,0.6,11.0,1
3230,7.4,0.056,2.96,0.43,9.4,1
3231,7.38,0.038,2.98,0.82,11.5,1
3232,7.33,0.038,3.14,0.34,12.5,0
3233,6.69,0.035,3.18,0.34,11.9,1
3234,7.1899999999999995,0.054,3.26,0.47,10.4,1
3235,6.130000000000001,0.045,3.22,0.27,11.2,1
3236,7.51,0.035,3.11,0.33,12.5,1
3237,6.98,0.039,3.18,0.4,11.0,1
3238,8.159999999999998,0.059,3.09,0.37,9.8,0
3239,7.18,0.034,3.1,0.4,12.3,1
3240,6.98,0.036,3.18,0.52,11.0,1
3241,6.52,0.036,3.1,0.46,12.6,1
3242,7.64,0.036,3.31,0.62,11.6,1
3243,7.18,0.034,3.1,0.4,12.3,1
3244,7.2700000000000005,0.02,3.19,0.22,13.4,1
3245,8.159999999999998,0.059,3.09,0.37,9.8,0
3246,7.43,0.034,3.18,0.46,11.5,1
3247,8.46,0.037,3.04,0.38,11.6,1
3248,7.0200000000000005,0.039,3.18,0.4,11.1,1
3249,6.98,0.039,3.18,0.4,11.0,1
3250,7.28,0.043,3.06,0.54,11.3,1
3251,7.3100000000000005,0.043,3.08,0.53,9.9,1
3252,7.7299999999999995,0.025,3.06,0.33,12.6,1
3253,5.76,0.029,3.3,0.36,11.8,1
3254,7.88,0.042,3.03,0.5,11.4,0
3255,7.9,0.045,3.1,0.5,9.2,1
3256,7.9,0.045,3.1,0.5,9.2,1
3257,7.9,0.045,3.1,0.5,9.2,1
3258,7.9,0.045,3.1,0.5,9.2,1
3259,7.9,0.045,3.1,0.5,9.2,1
3260,7.9,0.045,3.1,0.5,9.2,1
3261,6.94,0.03,3.21,0.42,13.0,0
3262,8.11,0.047,3.1,0.5,9.3,1
3263,7.069999999999999,0.03,3.22,0.62,12.6,1
3264,6.260000000000001,0.035,3.34,0.44,9.6,1
3265,4.6450000000000005,0.041,3.42,0.44,8.0,0
3266,8.66,0.03,3.11,0.42,11.8,1
3267,6.23,0.043,3.21,0.39,10.2,1
3268,8.19,0.051,3.32,0.53,12.7,1
3269,7.34,0.061,3.31,0.56,9.4,0
3270,6.840000000000001,0.044,3.1,0.38,10.2,0
3271,7.16,0.044,3.28,0.6,12.0,1
3272,8.04,0.045,3.08,0.6,11.3,1
3273,6.950000000000001,0.038,3.32,0.53,11.8,1
3274,6.629999999999999,0.039,3.45,0.59,10.9,0
3275,7.0,0.043,3.14,0.47,9.8,0
3276,7.13,0.06,3.23,0.49,12.2,1
3277,6.8100000000000005,0.057,3.23,0.44,11.1,1
3278,7.34,0.061,3.31,0.56,9.4,0
3279,7.880000000000001,0.065,3.06,0.47,11.4,1
3280,6.840000000000001,0.044,3.1,0.38,10.2,0
3281,7.12,0.051,3.13,0.52,12.8,1
3282,7.180000000000001,0.039,3.07,0.67,10.1,1
3283,6.9399999999999995,0.184,2.93,0.45,9.4,1
3284,8.59,0.035,2.91,0.23,12.2,1
3285,7.319999999999999,0.046,3.07,0.65,10.9,1
3286,7.34,0.047,3.06,0.64,10.9,1
3287,7.319999999999999,0.046,3.07,0.65,10.9,1
3288,6.9399999999999995,0.184,2.93,0.45,9.4,1
3289,7.3,0.044,3.14,0.48,9.4,0
3290,8.42,0.043,3.08,0.38,11.4,0
3291,6.05,0.044,3.17,0.32,12.9,1
3292,7.29,0.046,3.14,0.48,9.4,0
3293,7.319999999999999,0.04,2.91,0.57,12.0,1
3294,7.83,0.043,3.38,0.56,10.1,1
3295,7.29,0.046,3.14,0.48,9.4,0
3296,7.3,0.044,3.14,0.48,9.4,0
3297,7.25,0.047,3.17,0.45,9.2,0
3298,6.89,0.039,3.34,0.44,11.8,1
3299,7.44,0.029,3.0,0.34,12.3,1
3300,8.42,0.043,3.08,0.38,11.4,0
3301,6.05,0.044,3.17,0.32,12.9,1
3302,7.12,0.032,3.13,0.32,12.3,1
3303,6.859999999999999,0.032,3.27,0.36,13.5,1
3304,6.62,0.033,3.29,0.42,12.8,1
3305,6.78,0.022,3.04,0.54,12.8,1
3306,6.62,0.033,3.29,0.42,12.8,1
3307,9.93,0.037,2.9,0.38,11.0,0
3308,7.03,0.039,3.2,0.43,10.6,1
3309,7.43,0.039,3.16,0.44,12.4,1
3310,6.89,0.048,3.22,0.46,12.9,1
3311,6.48,0.047,3.54,0.59,11.1,1
3312,6.420000000000001,0.032,3.08,0.64,12.9,1
3313,7.7749999999999995,0.042,3.1,0.37,11.8,1
3314,7.414999999999999,0.058,3.23,0.54,9.1,1
3315,6.35,0.036,3.09,0.49,12.7,1
3316,6.35,0.036,3.16,0.48,12.0,1
3317,6.24,0.043,3.24,0.47,11.2,1
3318,7.109999999999999,0.042,3.19,0.75,12.4,1
3319,5.59,0.047,3.5,0.49,10.4,0
3320,8.15,0.05,3.06,0.54,10.4,0
3321,6.59,0.04,3.29,0.5,12.7,1
3322,6.26,0.039,3.48,0.52,12.5,1
3323,7.579999999999999,0.037,3.14,0.5,12.0,1
3324,7.37,0.047,3.16,0.51,11.6,1
3325,7.33,0.035,3.12,0.38,12.6,1
3326,7.05,0.042,3.15,0.42,10.2,0
